track_name,artist,album,year
Awake,The Panic Channel,(ONe),2006
Fat Tuesday,Chris Standring,Groovalicious,2003
Recordar Es Vivir,El Gran Silencio,Super Riddim Internacional Volumen 1,1996
You do something to me,Ismael Due\xc3\xb1as,Diversions,2010
Cherokee,The Galactic Heroes,How About San Francisco?,2000
Heavenly Father,FU-Schnickens,Greatest Hits,1992
Try Me One More Time,Sonny Terry & Brownie McGhee,Sonny Terry & Brownie McGhee_ Vol. B (1941),1979
When You See Me,Bad Azz,Personal Business (Explicit),1942
Plastic People (Original Mix),Anan\xc3\xa9,ANAN\xc3\x89SWORLD,1985
One Million Matches,Rocker-T,If Yu Luv Luv Show Ya Luv,1934
U Complete Me (Blues Version - Bonus Track),Ana Popovic,Still Making History,2007
Viens boire un petit coup \xc3\xa0 la maison,B\xc3\xa9zu,Maxi danses 59 titres,1942
Let Me Be Your Fantasy,Baby D,Garage Classics Volume II Summer Edition,2008
La Nit De Reis,Gertrudis,Teta,2003
Stuck On Your Love,Emilio,bIts On The House,1963
bCheddar Chasin,Lunasicc,A Million Words A Million Dollars,2001
Violence,Juelz Santana / Bezel,bWhat The Games Been Missing!,2005
Seventeen (Digitally Remastered),The Fontane Sisters,bRock n Roll Heaven - The Ultimate Collection - 125 Original Recordings,1985
Baby Face,Tiny Tim,Tip Toe Throught The Tulips,1966
Cut Here,The Cure,The Cure - Greatest Hits (Deluxe Sound & Vision) PAL,2001
Carovana,I Nuovi Angeli,I Nuovi Angeli Cantaitalia,1973
La Vie Par Procuration,Jean-Jacques Goldman,Live 98 En Passant,1985
Secret,Eddie Turner,Rise,2005
Fig Leaf Rag  (LP Version),Joshua Rifkin,Scott Joplin Piano Rags,1994
A Night in Tunisia,bArt Blakeys Jazz Messengers,bArt Blakeys Jazz Messengers_ Lausanne 1960 Part 2 / Swiss Radio Days_ Jazz Series Vol.6,1987
Beautiful,Paul Glazby,Beautiful,2001
Nothing But The Best,White Heart,Righteous Rock: Classic Christian Hair Bands,1982
Come On-a My House,Barbara Lusch,Barbara Lusch,1950
Wing,Patti Smith,Gone Again,1996
Believe,Saga,Remember When - The very Best of Saga,1988
So\xc3\xb1ando En Ti,Gary Hobbs,30 Del Recuerdo,1976
Cremona (Instrumental),Vrse Murphy,Martini Breaks,1987
Loaded Gun,C.C. Adcock,Lafayette Marquis_ The,2004
Blues City Shake Down,John Mayall & The Bluesbreakers,Plays John Mayall (Live At Klooks Kleek),2010
Why Get Up,The Fabulous Thunderbirds,Hot Stuff: The Greatest Hits,1986
Vos No Confiaste,2 Minutos,Novedades,1994
There Is A Redeemer (Your Love Broke Through Album Version),Michelle Tumes,Your Love Broke Through,1965
What Country Is,Luke Bryan,bDoin My Thing,2009
Memories,Thriller U,Whip Me Volume 1,1941
bCumpagno e cella,Alex,Meraviglioso,1941
Paloma Negra,Rocio Jurado,Canta A Mexico,1936
317 East 32nd,Lennie Tristano,Lennie Tristano Quintet - Live In Toronto 1952,1998
Kill the Poor,Dead Kennedys,Punk of Anagram,1980
Over The Hill,R.L. Burnside,Mr. Wizard,1997
Jamming,Twinkle Twinkle Little Rock Star,Lullaby Versions of Bob Marley,1950
Future,Cut Copy,Bright Like Neon Love,2004
Naked Enough,Tim Wilson,Church League Softball Fistfight,1953
The Beginning,Salt The Wound,Carnal Repercussions,2008
Drive,The Cars,The Squid And The Whale,1984
bCant Stop Lovin You (Remastered Album Version),Van Halen,The Best Of Both Worlds,1949
Rock Co.Kane Flow,De La Soul / MF Doom,The Grind Date,2004
Running On The Rocks,Shriekback,Big Night Music,1986
These Nest Five Years,At All Cost,Shattered Dreams and Bourgeois Schemes,1966
It Came To Pass (Part II),Mississippi Mass Choir,God Gets The Glory,1979
Magic Dragon Theatre,Utopia,RA,1943
Function Of The Sun,The Ruby Suns,The Ruby Suns,2005
I Want Your Soul For Christmas,Schoolyard Heroes,I Want Your Soul For Christmas,1981
Nach Ke VEkha Bhabhiyie,Malkit Singh,Up Front,2005
b(Everybodys Waiting For) The Man With the Bag,Mannheim Steamroller,Christmasville,2008
Dimension,Wolfmother,bDane Cooks Tourgasm Soundtrack,2004
Faroe Cave Song,John Tchicai,Anybody Home?,1977
bIts Going Down,Suicidal Tendencies,The Art Of Rebellion,1992
Cha Cha Brasilia,Bert Kaempfert,Two In One - That Latin Feeling/Tropical Sunrise,1960
Schmerzensschreie,ColdWorld,Melancholie\xc2\xb2,2008
Gimme Legs,The Chap,Well Done Europe,2010
Bush,David Banner,Mississippi-The Album,2003
The Devil,The Rapture,Pieces Of The People We Love,2006
Mary In Labor,Paul Cantelon,The Other Boleyn Girl,2008
Shining,Ice,The Saga,1985
Number Nine (LP Version),Richard Lloyd,Alchemy,1979
Friend Or Foe,Adam Ant,The Very Best Of,1982
For The First Time,June Hutton,bSongs From By The Light Of The Silvery Moon and Other Selections,1988
bCant Happen Here,Rainbow,The Best Of Rainbow,1981
bLa (Moonmans Flashover Mix Edit),Marc Et Claude,La,1942
Love The Feeling - Original,Leroy Hutson,Leroy Hutson Selected Hits Vol. 2,1934
bPee Wees Boogie,Pee Wee Crayton,The Modern Legacy,1964
t.k.k.,Fl\xc3\xa4skkvartetten / Th\xc3\xa5str\xc3\xb6m,Voices of Eden,1996
Caray!,Gabinete Caligari,4 Rosas Y Que Dios Reparta Suerte,2010
La marine,Marc Perrone,bLes ptites chansons de Marc Perrone,1937
Crescent Moon,Ancient Astronauts,We Are To Answer,2009
Radiance I,Basic Channel,Radiance,1994
Inherent Scars,Symphony in Peril,bThe Whores Trophy,2005
Trading Places,Usher,Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes,2008
bMoms Phone,Greg Vaccariello,I Do Things,1953
I Am a Rasta Man,Wailing Souls,Best of Thompson Sound Vol 2 The 80s,1965
Dub It,J.C. Lodge,Love For All Seasons,1986
Woman of Shiloh,Mike Brooks,Sounds & Pressure Vol. 3,1999
The Southern Soldier Boy,Kathy Mattea,Songs Of The Civil War,1991
Bon Demain,This Moment,This Moment,1985
Zurezko Olerkia,Varios,Luis de Pablo - Zurezko olerkia (Poema de madera),1974
When I Get Home,The Fabulous Thunderbirds,WALK THAT WALK_ TALK THAT TALK,1991
bHes Leading The Way,The Perrys,Crossings,1959
bIts Too Late,Small Faces,Ultimate Collection,1966
bWidows Walk,Enter the Haggis,Let The Wind Blow High,1999
Love Of My Life,The Chi-Lites,The Chi-Lites Selected Hits,1982
Memories,George Lopez,Right Now Right Now,2001
It All Depends On You,Jerry Lewis,Very Best Of,1995
The Traffic Jam,Stephen Marley / Damian Marley,Mind Control,2006
bBeautiful When Youre Green,Charlie Khan,How We Divide the Cake,1958
Rock Biter (Album Version),Red I Flight,The Years,2008
Edge Of The Dream (Emergency Broadcast Album Version),White Heart,Emergency Broadcast,1940
Broken Hearted Side Of New Orleans,Jo-El Sonnier,Here to Stay,1974
Hot Spot (Terrible Love Mix),Steinski,What Does It All Mean? - 1983-2006 Retrospective,2003
If We Loved,Chuck Wicks,Starting Now,2008
Pasa el tiempo,Yahir,Otra historia de amor,2003
Dial Me,Lexi,Dial Me,1942
Resistance,Cali,bLespoir,2008
Sing Boy Sing,Tommy Sands,Sing Boy Sing,1993
Irreplaceable (Irreemplazable),Beyonc\xc3\xa9,Irreemplazable,2007
Shadows,DJ Harry,Collision,2004
bIsnt That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,bIsnt That Just Like God (Studio Track),1983
Shoulda Did,Rated R,Da Ghetto Psychic,1951
Vena Cava 8,Diamanda Galas,Vena Cava,1993
Magic,Black Eyed Peas / Terry Dexter,Legally Blonde,2000
Imagination,Beenie Man,Concept Of Life,2006
Between The Worlds,Be Bop Deluxe,Futurama,1975
bA Night at Mahmouds,Rolfe Kent,The Men Who Stare At Goats (Original Soundtrack),1973
Sprung (Cibola Mix W/ Rap),Nu Flavor,Sprung,2008
La Romance De La Pluie,Maurice Chevalier,MIMI,2000
Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,Live From Another Level,1978
Ya Mama (Palm Springs Demo),P.O.D.,The Warriors EP_ Vol. 2,2005
Veronica Sawyer (Album),Reel Big Fish,Fame_ Fortune_ And Fornication,2006
Faith,Mystery,The Mystery Is Revealed,1988
Chanson De La Patience,Jacques Douai,Heritage - R\xc3\xa9cital n\xc2\xb03 & 4 - BAM (1956-1957),1982
Et k\xc3\xbctt wie et k\xc3\xbctt,Eko Fresh,Ekaveli,2007
Searching,Buju Banton,Voice Of Jamaica,1993
Le Dormeur du Val,Jacques Douai,Heritage - R\xc3\xa9cital N\xc2\xb01 & 2 - BAM (1954-1955),1942
Sapphire,Bill Douglas,Kaleidoscope,1993
Ring The Alarm,Beyonc\xc3\xa9,Ring The Alarm (Urban Mixes),2006
Ouachita Run (Album Version),Alvin Youngblood\xc2\xa0Hart,Territory,1998
bRainbow 65 (part 2) - Live,Gene Chandler,Duke Of Earl - The Very Best Of The Vee-Jay Years,1981
The Blood Covers It All (Live),Legacy Five,Live In Music City,1986
bLed By the Masters Hand,The Del McCoury Band,The Promise Land,2006
Kenourgia Fotia,Christos Dantis,Kata Vathos,2008
Moonlight In Vermont,Walter Jackson; Arranged & conducted by Riley Hampton,Welcome Home / The Okeh Years,1969
Now U Got It,J Bostron & Beretta,LP of the Dead,1964
bIve never been so Lonely,Mark Ashley,Give a little sweet love,1976
I Love You (LP Version),Cindy Morgan,Elementary,1999
Decline Of the Western Civilization,Deathstar,We Are The Threat,2002
Dancing With Myself (BBC In Concert 01/01/81),Generation X,BBC In Concert (1st January 1981),1946
Evening,Vanessa Daou,Slow to Burn (Deluxe),1996
Hey!,Laidback Luke & Diplo,Hey!,1947
Midnight,Joe Satriani,bG3 Live:  Rockin in the Free World,1987
Brother,Steve Vai,Fire Garden,1996
Civilized Reggae,Burning Spear,Harder Than The Best,1980
What Is A Woman For? (BBC In Concert),The Edgar Broughton Band,BBC In Concert (25th February 1971),1957
Otra Parte De Mi (1997 Digital Remaster),Aleks Syntek,1989-2009,1965
Macarena,Los Del Rio,Fiesta Macarena,1993
Cover To Cover,Wes King,A Room Full Of Stories,1990
Kes\xc3\xa4ilta Saimaalla,Teijo Joutsela and Humppa-Veikot,20 suosikkia / Vanhan kartanon kehr\xc3\xa4\xc3\xa4v\xc3\xa4 rukki,1943
bWhats The Matter With The Mill,Moon Mullican,Broken Dreams,1983
Let me fly,Jefferson Starship,Windows Of Heaven,1999
En fet man,Ronny Eriksson,Hopkok,1995
Now I Got A Woman,John Mayall,IN THE PALACE OF THE KING,2007
bNothings The Same,Gary Moore,Still Got The Blues/After Hours/Blues Alive,1992
Stolen Pills,Spiral Stairs,The Real Feel,2009
Outro,Attack Attack,Someday Came Suddenly,1954
Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,As Cruel As School Children,2006
Patricia,Mighty Mighty Bosstones,bDevils Night Out,1989
A Dustland Fairytale,Twinkle Twinkle Little Rock Star,Lullaby Versions Of The Killers,1997
Through The Eyes Of Faith,The Booth Brothers,The Blind Man Saw It All,1994
Loves Parting,Vivian Khor,Paradise,2004
Still Lost in the Forest,Anne Dudley,The 10th Kingdom,2000
So Many Roads,The Mustangs,Nothing Stays the Same,1997
bWere Almost There,Michael Jackson,The Real Thing: The Jackson 5,1975
Blame Canada ( From: South Park ),Marc Shaiman,The Bucket List,2008
A Different Kind of Love,Paul Simon,Recorded as Jerry Landis,1947
B-Boy Stance,K-OS,B-Boy Stance,2004
Unfinished Self-Portrait,Eberhard Weber,Pendulum,1993
Lifeboat Serenade,Jimmy Herring,Lifeboat,2008
Christmas Time,The Continentals,bWild Rockin & Boppin (X-Mas Edition),2007
Song Sung Blue,Neil Diamond,Hot August Nights II,1972
bC\xc3\xbanla/The Friars Breeches,The Chieftains;Colin James,Another Country,1992
Party Time,45 Grave,bA Devils Possessions - Demos & Live 1980-1983,1989
Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams,The Big Three,1987
I Feel So Good,J.B. Lenoir,Passionate Blues,1995
I Need You,Screaming Jay Hawkins,I Put A Spell On You & Other Favorites (Digitally Remastered),1977
Navy hymn,bThe Sun Harbors Chorus-Documentary Recordings,Patriotic music of America,1932
We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,Mutiny: Deluxe Edition,2007
bGettin Better,Tesla,Five Man Acoustical Jam,1986
bYou Dont Know Me,Charlie Rich,The Most Beautiful Girl,1997
Warm Spring Night,Claw Hammer,Claw Hammer,1940
The Hero Dies in This One,The Ataris,So Long_ Astoria,2003
Newborn Blessing (World),Sharon Burch,Yazzie Girl,1963
Below The Stars,The Field Mice,Coastal,1990
Dab_dab_doo-Party In The Jungle,Taboo,The Party Album,1995
Plexis,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,Once More,1950
Papito Charme,Koffi Olomid\xc3\xa9,Loi,1936
Sing Your Freedom,White Heart,The Early Years - Whiteheart,1998
All They Want,Singing Melody,Sweet Love Vol.5,1989
Sparnuotoji Doze. Laukimas,Svartthron,Kraujo Estetika,1973
Around And Around,The Rolling Stones,12 x 5,1964
NY Timbuctu,The Rongetz Foundation,One leg dancer,1969
Loko,bKassav,Nou La,2000
Dance_ Dance,Fall Out Boy,**** Live In Phoenix,2008
Cry On (Acoustic Demo),Bob Marley & The Wailers,Man To Man,1966
Le chanteur malheureux,Claude Fran\xc3\xa7ois,PODIUM,1994
Bruk Out and Wine,Elephant Man,Riddim Driven: Sunlight,1992
Let It Be,The Cate Brothers,Voices Of Americana: The Cate Brothers,1963
bWalkin In,Tracy Byrd,Love Lessons,1982
Viens Danser Jeannette,Jean Segurel,bLes Fiances DAuvergne,1982
No me imagino,Fran Perea,La Chica de la habitacion de al lado,2005
bIt Aint The Meat Its The Motion (LP Version),Maria Muldaur,Waitress In A Donut Shop,1941
Acapulco Sunrise,Santana,The San Mateo Sessions 1969,1975
Iki Tas Corba,Mustafa Sandal,Araba,1959
Guayabera,Johannes Linstead,Zabuca,2003
Packing Up,Dorothy Norwood,The Lord Is A Wonder,1952
Mirror (Album),Cinder,House Full Of No Trust,2006
Donde,Fania All Stars,\xc2\xbfQu\xc3\xa9 Pasa?: The Best Of The Fania All-Stars,1932
Must Have Been The Devil,Otis Spann,Windy City Blues,1990
I Go To Work,Kool Moe Dee,Greatest Hits,1989
Is It You?,Lee Ritenour,OverTime,1979
Bottle It Up And Go,Big John Greer,bIm The Fat Man,1992
El Momento,Jaguares,Cuando La Sangre Galopa,2001
My Saviour Is Lord,Oak Ridge Boys,Lord Is My Saviour,1948
Country Day,The Tragically Hip,We Are The Same,2009
Let The Church Rise,Carman featuring Commissioned & The Christ Church Choir,bShakin The House Live,1935
Nema Dana Ni Meseca,Reni,Reni 2003,1982
Cantares,Raphael,Raphael 50 A\xc3\xb1os Despues,1958
Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye,Sammi Cheng,Sammi I Concert 99,2007
Why,Fiona,bFionas Moment,1992
Helium,Cargo Cult,Vibrant,2004
Poison Lips,Lord Sterling,bTodays Song For Tomorrow,2004
I Need To Talk To Hank Hank,Forensics,Hogback Mountain Sessions - Vol. 1,1969
Soldats Ne Tirez Pas,Gerard Lenorman,bJe Vous Reparlerai dAmour,1989
Walk With You,Cama,A Handful Of Songs,2009
Robot Kid,Anat Ben David,Virtual Leisure,1972
Almendra,Arturo Sandoval,Best Of Arturo Sandoval,1997
Mikawa Miya,Novika,Tricks Of Life,2006
Dat Dere,Eldar,Live at the Blue Note,1964
Rue de Nantes,Oldelaf et Monsieur D,bDerni\xc3\xa8re Chance d\xc3\xaatre disque dor (Edition Sp\xc3\xa9ciale: nouvel album + best of 5 titres),2006
Ren Lai Ren Wang,Eason Chan,Get A Life,1936
bPlease Dont Lie To Me,The Fabulous Thunderbirds,The Fabulous Thunderbirds,1996
45 Pounds,Hey Colossus,Project: Death,2007
Chela,Sonora Carruseles,Sonora Carruseles Espectacular,1999
I Know That Car,Eddy Raven,20 Favorites,1972
Kitteldags,Finntroll,Jaktens Tid,2001
The Story (get It On),Tanto Metro & Devonte,The Beat Goes On,1958
Coppershot,Bounty Killer,bJamaicas Most Wanted,2001
Dump,Mobb Deep featuring Nate Dogg,Amerikaz Nightmare,2004
bLike Its Hot,DJ Spinn and DJ Rashad,Girl Bust Down EP,1930
El Amor,Jose Luis Perales,Lo Mejor De Jos\xc3\xa9 Luis Perales,1979
Negocio Prohibido,El Poder del Norte,Mano A Mano,1996
Dutty Wine,Tony Matterhorn,Reggae Gold 2006,2006
Won Threw Ate,Story Of The Year,The Constant [Deluxe Edition],2010
Baby,Brazilian Tropical Orchestra,Plays Caetano_ Gil e Djavan,1971
Why?,Kisha,Kisha,1998
Sizofrenija(duet Ana Nikolic&Aca Lukas),Ana Nikolic,Ana Nikolic,1988
Happiness Is Loving You,Tyrone Taylor,Reggae Max,1932
Bread Or Blood (Single),4 Skins,Singles And Rarities,1938
The Champ,Robben Ford,Tiger Walk,1997
Hold On,White Heart,Whiteheart,1966
Rock Star (LP Version),Zapp,Zapp V,1930
Mediocre (Version original),Ximena Sarinana,Mediocre [Edicion especial],1972
Taste It,Busta Rhymes,bIt Aint Safe No More,2002
bYouve Lost That Lovin Feelin,Fontella Bass,Very Best Of,1992
Einfach,Rhinostar,Horizonte,1937
Towards Eternity,bOld Mans Child,Ill-natured Spiritual Invasion,1998
Emit Remmus (Album Version),Red Hot Chili Peppers,Californication,1999
Moses,Patty Griffin,Living With Ghosts,1996
Infernal Calling,bSatans Host,Satanic Grimoire,2006
For Your Passion My Love,Aeoliah,Divinaura,2007
Val\xc3\xa9rie,Eric Demarsan,Le Samoura\xc3\xaf / Les Aventuriers,1948
Having You There,Mississippi Mass Choir,bMississippi Mass Choir Greatest Hits,1959
Awake IV,Space Opera,Space Opera II,1949
Outro,Through the Eyes of the Dead,Bloodlust,2005
Lovers Lane Boogie,Johnny Otis,Lovers Lane Boogie,1997
Naming Ceremony,Finest Dearest,Finest Dearest,2008
Gillum Blues,Jazz Gillum,Blues by Jazz Gillum Singing and Playing His Harmonica: With Arbee Stidham and Memphis Slim,1982
Goodfellas,Neema,The Collective_ Vol. 1,1977
bAla Kaboo (Idjut Boys H-Bar Mix),Sound 5,bFutures Bright,1990
Oceans Of Love (LP Version),Jorgen Ingmann,The Many Guitars of Jorgen Ingmann,1948
Jack and Benton,Sean Callery,24: Redemption,2008
Nivel De Mafia,Jesus Otero - Luny Tunes,Reggaeton Hits - Sandungueo Mix,1988
Hechizo,Gran Coquivacoa,Gaiton N\xc2\xb05,1998
London Bridge,Fergie,London Bridge,2000
Strange Days ( LP Version ),The Doors,Strange Days,1967
Safe Sex,Erick Sermon,No Pressure,1993
A Part Of Me,40 Grit,Nothing To Remember,2003
Guarda Che Luna,Bob Azzam,Arrivederci,1936
Space Station Liberty,Scott Glasgow,ROBOTECH: The Shadow Chronicles,2007
Manteca,Poncho Sanchez,Papa Gato,1987
Tell Jesus [To Come To My House],Livingston Taylor,The Best Of The Vineyard Sound,1988
Zero,Papa Wemba,Molokai,1992
bHes Alright (Album Version),Fortitude,Fortitude,1959
In A Distant Place (World),R. Carlos Nakai,In A Distant Place,1999
Wet The Clu,Onyx,Onyx/ Bacdafucup II,2002
Por Arriesgarnos,Jennifer Lopez,Como Ama Una Mujer,2007
bA Fools Advice,Joe Grushecky,Outtakes and Demos 1975 -  2003,1971
One Fine Day,THE CHIFFONS,bOriginal Hits - Rock N Roll,1963
Tanzen,Spitfire,Soundtrip Russia ( St.Petersburg ),1941
Prolog auf Erden,Equilibrium,Sagas,1989
Who Was I Kidding,Martha Wainwright,Martha Wainwright,2005
Rocks Off,The Rolling Stones,Exile On Main St,1972
Unbreakable,Ms. Dynamite,Judgement Days,2005
Spritl\xc3\xa5ten,Ronny Eriksson,Hopkok,1933
Run The Show featuring Don Omar [en Espanol],Kat DeLuna,Run The Show featuring Don Omar [en Espanol],1951
Strikes-3,Atom,ATOMATOMATOMATOMAT....,1994
Watermelon Man (What A Mellow Goy),Artie Fishel & The Promised Band,Gilad Atzmon presents: Artie Fishel & The Promised Band,2006
Got The Bull By The Horns,Johnny Horton,The Spectacular Johnny Horton,1996
Words With Fat Joe,Fat Joe,Endangered Species,1969
Pei Chen Pin,Jerry Yan,Jerry For You (Day Edition),1970
Some Lie For Love,L.A. Guns,Hollywood Vampires,1992
Lifewalk,Demonbreed,Closer to God,1956
Vaisakhi Wala Mela,XLNC,Against The Wall,1963
No Meat Blues,Champion Jack Dupree With TS McPhee,bDupree N McPhee: The 1967 Blue Horizon Session,1945
Si Juras Regresar,Enrique Iglesias,Enrique Iglesias,1995
bDont Worry Now (Performance Track In Key Of Db Without Background Vocals),Britt Nicole,bDont Worry Now (Premiere Performance Plus Track),1931
Lent\xc3\xa4v\xc3\xa4 kalakukko,Esa Pakarinen,Vuosikirja 1951 - 50 hitti\xc3\xa4,1990
Sidney Gorgeous,Claire Hamill,October,1948
Summer Nite,The Plasmatics,Beyond The Valley Of 1984,1981
If I Talk To Him,Connie Smith,The Essential Connie Smith,2001
Protagonist (Album Version),Scalplock,Spread The Germs,2004
Willie And The Pig,The Grease Band,Grease Band & Amazing Grease,1971
Because He Loves Me,Amy Lambert,Treasures,2000
Black and Blue,Torcuato Mariano,Lift Me Up,2006
A True Friend,Dobby Dobson,Sweet Love Vol.5,2005
Changed My Life,Baby Bash / Grimm,bTha Smokin Nephew,2003
bGive It To Em,Chops,Chops: Dark: Music From and Inspired By The Original Motion Picture,1949
Loose Talk,Carl Smith,Hey Joe,1990
Intro/Chamber The Cartridge,Rise Against,The Sufferer & The Witness,2006
Blank Eye Stare,Martriden,Martriden,2006
Laula kanssain,Fredi,20 Suosikkia / Laula kanssain,1977
Wei Liang,Sandy Lam,Sandy Lam In Concert 2005 Live,1953
I Cried All The Way To The Altar,Patsy Cline,bWalkin After Midnight - The Original Sessions Vol. I,1995
bWere Skrewed (Otto Von Schirach My Supernatural Motorcycle Gang Will Knife U Open Piss & Shit All Over Your Organic Starbucks =iPhone Bank Account Lifeless Lifestyle Remix),All Leather,Hung Like A Donut,1959
Living The Dream,D:Fuse,Begin,2004
Hold On Baby,Janet Jackson,Janet,1993
Judgement Day,Dokken,Lightning Strikes Again,2008
U North,James Newton Howard,Michael Clayton,2007
Everything Your Heart Desires,Daryl Hall & John Oates,Love Songs,1988
Valerie (LP Version),Bad Company,Fame And Fortune,1986
